Fold,Accuracy,Precision,Recall,F1 Score
1,0.9232736572890026,0.9036964980544747,0.72578125,0.8050259965337955
2,0.923614663256607,0.9102564102564102,0.72109375,0.8047079337401918
3,0.9239427012278308,0.9111549851924975,0.7216575449569976,0.8054101221640488
4,0.930081855388813,0.907981220657277,0.7560594214229867,0.8250853242320819
5,0.9236016371077762,0.9014492753623189,0.7294761532447225,0.8063958513396715
